









Frequency of observations in the selected location(s).:
Number of taxa: 	477

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ferruginous Pygmy-Owl	0.0230011	0.0291005	0.0279503	0.0282132	0.0125786	0.0210843	0.0234858	0.0213465	0.0173611	0.0117417	0.0036697	0.0188425	0.0232558	0.0086768	0.026971	0.0252101	0.0058939	0.0157576	0.026749	0.0085592	0.012939	0.0333333	0.045738	0.0355412	0.0350554	0.0218182	0.024911	0.0260546	0.0130293	0.0247117	0.0237226	0.0339367	0.039801	0.037889	0.0432277	0.0500521	0.0294118	0.0202507	0.0337637	0.0167331	0.0183221	0.0234542	0.0130152	0.0161681	0.0223267	0.0306373	0.0239899	0.0308285	
Burrowing Owl	0.0032859	0.0119048	0.0046584	0.0020899	0.004717	0.0090361	0.0173053	0.0049261	0.0017361	0.0078278	0.012844	0.0013459	0.001938	0.0086768	0.0020747	0.0067227	0.0039293	0.0193939	0.0123457	0.0071327	0.0055453	0.0333333	0.008316	0.0080775	0.0055351	0.0090909	0.0213523	0.0074442	0.004886	0.0329489	0.0072993	0.0124434	0.0066335	0.0108254	0.0100865	0.0072993	0.004902	0.0135005	0.0069513	0.0087649	0.0067502	0.0095949	0.0032538	0.004042	0.0035253	0.0159314	0.0025253	0.0038536	
Striped Owl	0.0021906	0.0013228	0.0062112	0.0031348	0.0015723	0.001506	0.0024722	0.0049261	0.0052083	0.0019569	0.0018349	0.0013459	0.001938	0.0015	0.0	0.0015	0.0	0.0060606	0.0041152	0.0042796	0.0	0.0020833	0.002079	0.0242326	0.001845	0.0036364	0.0106762	0.0198511	0.0130293	0.0411862	0.0109489	0.0079186	0.0182421	0.0162382	0.0144092	0.0114703	0.0257353	0.0057859	0.0129096	0.0111554	0.0067502	0.010661	0.005423	0.0016168	0.0058754	0.0110294	0.0050505	0.0028902	
Short-eared Owl	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024814	0.0	0.0	0.0018248	0.0022624	0.0	0.0027064	0.0014409	0.0010428	0.0	0.0019286	0.0019861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Asio sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0024722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ringed Kingfisher	0.026287	0.0145503	0.015528	0.0219436	0.0298742	0.0195783	0.0111248	0.0262726	0.0121528	0.0293542	0.012844	0.0161507	0.0155039	0.032538	0.0497925	0.0504202	0.0412574	0.0206061	0.0123457	0.0313837	0.0221811	0.0291667	0.049896	0.0306947	0.0369004	0.04	0.0320285	0.0384615	0.0488599	0.0181219	0.0364964	0.0463801	0.0331675	0.0257104	0.0475504	0.0406674	0.0330882	0.045323	0.0297915	0.0318725	0.024108	0.0234542	0.0130152	0.0153597	0.0047004	0.0330882	0.0126263	0.0260116	
Amazon Kingfisher	0.0054765	0.0171958	0.0186335	0.0083595	0.0062893	0.0045181	0.013597	0.0049261	0.0052083	0.0176125	0.0036697	0.0107672	0.0077519	0.032538	0.0186722	0.0268908	0.0176817	0.0145455	0.0082305	0.0156919	0.0018484	0.0104167	0.029106	0.006462	0.00369	0.0127273	0.0071174	0.0111663	0.019544	0.0098847	0.0054745	0.0214932	0.0149254	0.0135318	0.0015	0.004171	0.0012255	0.0077146	0.0029791	0.0079681	0.0038573	0.0021322	0.0043384	0.004042	0.0035253	0.002451	0.0012626	0.004817	
Green Kingfisher	0.026287	0.0277778	0.0201863	0.031348	0.009434	0.0120482	0.025958	0.044335	0.0486111	0.0841487	0.0642202	0.0659489	0.0736434	0.0672451	0.093361	0.0621849	0.086444	0.08	0.063786	0.0527817	0.0573013	0.0541667	0.0873181	0.0807754	0.0793358	0.1	0.0533808	0.1004963	0.0553746	0.0642504	0.0656934	0.0791855	0.0547264	0.0405954	0.0360231	0.0448384	0.0220588	0.0318226	0.0268123	0.0326693	0.0298939	0.0287846	0.0173536	0.0153597	0.0282021	0.0208333	0.0088384	0.0250482	
White-barred Piculet	0.0175246	0.0145503	0.0170807	0.0114943	0.0110063	0.0135542	0.0111248	0.0098522	0.0173611	0.0136986	0.012844	0.0174966	0.0271318	0.0477223	0.033195	0.0319328	0.0373281	0.0339394	0.0246914	0.0285307	0.0221811	0.0145833	0.043659	0.0371567	0.0571956	0.0309091	0.0160142	0.0334988	0.0358306	0.0280066	0.0419708	0.0328054	0.0364842	0.0568336	0.0259366	0.0323253	0.0245098	0.0289296	0.020854	0.0175299	0.0163934	0.0191898	0.0390456	0.0282943	0.0152761	0.0294118	0.0315657	0.0192678	
White Woodpecker	0.0010953	0.0	0.0	0.0010449	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0013459	0.0	0.0	0.0	0.0	0.0019646	0.0024242	0.0	0.0	0.0	0.0	0.0	0.0113086	0.0	0.0	0.0071174	0.0012407	0.0016287	0.0	0.0	0.0011312	0.0016584	0.0013532	0.0028818	0.0052138	0.0036765	0.0019286	0.0029791	0.0031873	0.0	0.0010661	0.0	8.084E-4	0.0011751	0.0012255	0.0	0.0	
White-fronted Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0020833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0012255	0.0	0.0	
Checkered Woodpecker	0.2322015	0.2473545	0.197205	0.2027168	0.1871069	0.1762048	0.15822	0.1904762	0.2083333	0.2367906	0.240367	0.2516824	0.2306202	0.2169197	0.2323651	0.2420168	0.21611	0.2315152	0.2510288	0.2467903	0.271719	0.2854167	0.3222453	0.3376414	0.3726937	0.3145455	0.2313167	0.2965261	0.262215	0.2454695	0.270073	0.2771493	0.2686567	0.2598106	0.2276657	0.2846715	0.2634804	0.2622951	0.265144	0.2095618	0.2594021	0.228145	0.2603037	0.2473727	0.2291422	0.2512255	0.2626263	0.2071291	
Green-barred Woodpecker	0.3351588	0.3492063	0.3400621	0.3197492	0.3474843	0.2650602	0.2422744	0.2610837	0.3125	0.3424658	0.346789	0.3162853	0.3062016	0.2993492	0.3547718	0.3663866	0.3693517	0.3478788	0.3662551	0.3723252	0.3659889	0.3979167	0.4033264	0.3877221	0.3819188	0.4236364	0.3629893	0.4057072	0.3697068	0.3805601	0.3850365	0.418552	0.3880597	0.3518268	0.3270893	0.3701773	0.3406863	0.3297975	0.3545184	0.3282869	0.3654773	0.3592751	0.3438178	0.3338723	0.3301998	0.3835784	0.3813131	0.3217726	
Campo Flicker	0.0317634	0.0238095	0.0263975	0.0219436	0.0251572	0.0210843	0.0185414	0.0262726	0.015625	0.0176125	0.0165138	0.0215343	0.0155039	0.0238612	0.0248963	0.0201681	0.021611	0.0278788	0.0144033	0.0271041	0.0295749	0.0291667	0.035343	0.0371567	0.0276753	0.0218182	0.0355872	0.0397022	0.0358306	0.0345964	0.0310219	0.0226244	0.0348259	0.0257104	0.0216138	0.0291971	0.0245098	0.0221794	0.020854	0.0223108	0.0192864	0.0266525	0.0336226	0.0282943	0.0317274	0.0355392	0.0265152	0.0231214	
woodpecker sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0011751	0.0	0.0	0.0	
Crested Caracara	0.4381161	0.4470899	0.4503106	0.4378265	0.4779874	0.4608434	0.4437577	0.4942529	0.5243056	0.5675147	0.6	0.5370121	0.6143411	0.626898	0.5995851	0.5932773	0.6129666	0.5963636	0.5864198	0.6105563	0.6303142	0.63125	0.6590437	0.6688207	0.6549815	0.6345455	0.658363	0.6947891	0.6465798	0.630972	0.6751825	0.64819	0.6533997	0.6129905	0.6325648	0.620438	0.5980392	0.6190935	0.5700099	0.5426295	0.5679846	0.5234542	0.5368764	0.5141471	0.4618096	0.5012255	0.4911616	0.4315992	
Chimango Caracara	0.3384447	0.3293651	0.3229814	0.3040752	0.2924528	0.2213855	0.2311496	0.2577997	0.2569444	0.3013699	0.3357798	0.3606999	0.4244186	0.4360087	0.4522822	0.4453782	0.4381139	0.4121212	0.4465021	0.4293866	0.4454713	0.4666667	0.4740125	0.5088853	0.5055351	0.4654545	0.4626335	0.5086849	0.4592834	0.4481054	0.4653285	0.459276	0.4626866	0.4289581	0.4149856	0.4285714	0.3897059	0.4108004	0.408143	0.3920319	0.4416586	0.3923241	0.4273319	0.3880356	0.3172738	0.4166667	0.3585859	0.3198459	
American Kestrel	0.0251917	0.0343915	0.0279503	0.0386625	0.0330189	0.0316265	0.0444994	0.0279146	0.0399306	0.0489237	0.0513761	0.0376851	0.0484496	0.0368764	0.0435685	0.0487395	0.0569745	0.0921212	0.0823045	0.0627675	0.0665434	0.1208333	0.0790021	0.0613893	0.0387454	0.0545455	0.0747331	0.0632754	0.0358306	0.062603	0.0383212	0.0497738	0.039801	0.0419486	0.0489914	0.0396246	0.0281863	0.0250723	0.0228401	0.0239044	0.024108	0.021322	0.0173536	0.0202102	0.0199765	0.0355392	0.0290404	0.0211946	
Aplomado Falcon	0.0010953	0.0026455	0.0015528	0.0020899	0.0031447	0.001506	0.0037083	0.0049261	0.0017361	0.0019569	0.0018349	0.0	0.0	0.0021692	0.0020747	0.0067227	0.0039293	0.0060606	0.0082305	0.0014265	0.0015	0.00625	0.004158	0.0016155	0.00369	0.0018182	0.0	0.0012407	0.0	0.0065898	0.0018248	0.0045249	0.0016584	0.0040595	0.0	0.0010428	0.002451	9.643E-4	0.0	0.0	0.002893	0.0010661	0.0010846	0.0016168	0.0023502	0.002451	0.0012626	0.0019268	
Peregrine Falcon	0.0251917	0.021164	0.0186335	0.031348	0.0141509	0.0240964	0.0197775	0.0361248	0.0486111	0.0528376	0.0642202	0.039031	0.0348837	0.0130152	0.0165975	0.010084	0.0117878	0.0169697	0.0205761	0.0057061	0.0110906	0.0104167	0.014553	0.0161551	0.0110701	0.0145455	0.0106762	0.0136476	0.0179153	0.0032949	0.0072993	0.0147059	0.0066335	0.0108254	0.018732	0.0229406	0.0245098	0.0221794	0.0248262	0.0215139	0.0279653	0.0255864	0.0336226	0.0282943	0.0199765	0.0098039	0.0366162	0.0144509	
large falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012626	0.0	
falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
diurnal raptor sp.	0.0	0.0	0.0	0.0010449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0024814	0.0	0.0	0.0	0.0	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cockatiel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0	7.968E-4	9.643E-4	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Budgerigar	0.0	0.0079365	0.0	0.0	0.0	0.001506	0.0	0.0015	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0015	0.0033613	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0016287	0.0	0.0	0.0	0.0016584	0.0	0.0014409	0.0010428	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0012255	0.0012626	0.0019268	
Monk Parakeet	0.7031763	0.7156085	0.7313665	0.7324974	0.7122642	0.6837349	0.6501854	0.6683087	0.6805556	0.704501	0.6642202	0.6567968	0.6879845	0.681128	0.6929461	0.6957983	0.7053045	0.6606061	0.6666667	0.6847361	0.676525	0.6791667	0.6444906	0.634895	0.6678967	0.64	0.6903915	0.6898263	0.6758958	0.7051071	0.6861314	0.6832579	0.6467662	0.6874154	0.6916427	0.6475495	0.6470588	0.6624879	0.6703078	0.6677291	0.7029894	0.6865672	0.7169197	0.7081649	0.6968273	0.7254902	0.7310606	0.6763006	
Yellow-chevroned Parakeet	0.1193866	0.1269841	0.1428571	0.1431557	0.1855346	0.1536145	0.1347342	0.1231527	0.1822917	0.2035225	0.187156	0.1870794	0.2170543	0.1995662	0.246888	0.2571429	0.2259332	0.2157576	0.2674897	0.235378	0.2532348	0.2375	0.2432432	0.2455574	0.2490775	0.2363636	0.2402135	0.2295285	0.2345277	0.2355848	0.2262774	0.2533937	0.2454395	0.2692828	0.2838617	0.2815433	0.252451	0.2025072	0.2005958	0.1880478	0.1620058	0.1886994	0.143167	0.1770412	0.1856639	0.1691176	0.1565657	0.1522158	
Scaly-headed Parrot	0.0	0.0013228	0.0015528	0.0	0.0	0.001506	0.0	0.0	0.0	0.0019569	0.0	0.0013459	0.001938	0.0021692	0.0	0.0	0.0	0.0	0.0020576	0.0028531	0.0018484	0.0015	0.002079	0.0015	0.00369	0.0015	0.0017794	0.0	0.0	0.0016474	0.0	0.0015	0.0016584	0.0013532	0.0	0.004171	0.0012255	9.643E-4	0.0015	0.0023904	9.643E-4	0.0021322	0.0010846	8.084E-4	0.0011751	0.0	0.0012626	0.0028902	
Turquoise-fronted Amazon	0.0503834	0.0542328	0.0636646	0.0553814	0.0613208	0.063253	0.0519159	0.0328407	0.0503472	0.0508806	0.0311927	0.0349933	0.0445736	0.0368764	0.0622407	0.0857143	0.0726916	0.0812121	0.0514403	0.064194	0.090573	0.08125	0.0852391	0.0662359	0.0553506	0.0872727	0.088968	0.1029777	0.0879479	0.1285008	0.0912409	0.0961538	0.0779436	0.1096076	0.0979827	0.1001043	0.0735294	0.075217	0.0744786	0.0677291	0.0790743	0.1119403	0.0748373	0.0759903	0.0940071	0.0919118	0.084596	0.066474	
Maroon-bellied Parakeet	0.0777656	0.0687831	0.0791925	0.0658307	0.081761	0.0587349	0.0754017	0.0410509	0.0642361	0.0587084	0.0807339	0.064603	0.0891473	0.0867679	0.0809129	0.1193277	0.1178782	0.1018182	0.0946502	0.0798859	0.103512	0.1020833	0.0602911	0.0597738	0.0664207	0.0909091	0.069395	0.0806452	0.0912052	0.0906096	0.0675182	0.0757919	0.0613599	0.0852503	0.0677233	0.0782065	0.067402	0.0665381	0.0556107	0.0669323	0.075217	0.0842217	0.0856833	0.1075182	0.1457109	0.1507353	0.1186869	0.0867052	
Green-cheeked Parakeet	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018484	0.0	0.0	0.0016155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019861	7.968E-4	0.0019286	0.0010661	0.0010846	0.0	0.0011751	0.0015	0.0012626	9.634E-4	
Burrowing Parakeet	0.0021906	0.0026455	0.0	0.0010449	0.0078616	0.003012	0.0012361	0.0	0.0017361	0.0019569	0.0	0.0013459	0.0	0.0	0.0020747	0.0	0.0019646	0.0015	0.0	0.0	0.0036969	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0037221	0.0	0.0	0.0	0.0	0.0	0.0013532	0.0	0.0010428	0.0012255	0.0015	9.93E-4	0.0	0.0019286	0.0	0.0	8.084E-4	0.0	0.002451	0.0	0.0015	
Nanday Parakeet	0.3493976	0.3478836	0.3385093	0.3416928	0.3647799	0.3509036	0.276885	0.3218391	0.3385417	0.4168297	0.4256881	0.3956931	0.4089147	0.4338395	0.3879668	0.4621849	0.453831	0.4218182	0.4814815	0.4835949	0.4676525	0.5083333	0.5758836	0.549273	0.5442804	0.5309091	0.4875445	0.5421836	0.4983713	0.5172982	0.540146	0.5429864	0.4991708	0.488498	0.4855908	0.4754953	0.4571078	0.4599807	0.4359484	0.4191235	0.4840887	0.4157783	0.4392625	0.4292643	0.373678	0.4289216	0.385101	0.3371869	
Blue-and-yellow Macaw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Red-and-green Macaw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010846	0.0	0.0	0.0	0.0	0.0	
Blue-crowned Parakeet	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017361	0.0	0.0	0.0013459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020833	0.0	0.0	0.0	0.0036364	0.0	0.0	0.0	0.0016474	0.0	0.0	0.0	0.0015	0.0014409	0.0015	0.0	9.643E-4	0.0	7.968E-4	9.643E-4	0.0010661	0.0021692	8.084E-4	0.0	0.0012255	0.0	0.0	
Mitred Parakeet	0.0032859	0.0066138	0.0	0.0031348	0.0015723	0.003012	0.0074166	0.001642	0.0	0.0015	0.0	0.0013459	0.0	0.0021692	0.0	0.0	0.0	0.0	0.0123457	0.0513552	0.0277264	0.0083333	0.002079	0.0016155	0.0	0.0015	0.0	0.0	0.0016287	0.0016474	0.0	0.0011312	0.0	0.0013532	0.0043228	0.0010428	0.0012255	0.0057859	0.0059583	0.0047809	0.0038573	0.0053305	0.0010846	0.0016168	0.0035253	0.0036765	0.0063131	0.0163776	
White-eyed Parakeet	0.3581599	0.4232804	0.3944099	0.4085684	0.4072327	0.3855422	0.3646477	0.320197	0.3454861	0.2720157	0.2183486	0.153432	0.1317829	0.1236443	0.0850622	0.0655462	0.0235756	0.0278788	0.0144033	0.0171184	0.0166359	0.00625	0.018711	0.0129241	0.0055351	0.0090909	0.0160142	0.0198511	0.0211726	0.0263591	0.0529197	0.0746606	0.0978441	0.1488498	0.2536023	0.3107404	0.3517157	0.3857281	0.3942403	0.4079681	0.3596914	0.3923241	0.3926247	0.4122878	0.4171563	0.4571078	0.3775253	0.3728324	
parakeet sp.	0.0	0.0	0.0015528	0.0015	0.0	0.001506	0.0	0.0	0.0017361	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016287	0.0016474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0011751	0.0012255	0.0	9.634E-4	
parrot sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012255	9.643E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0023502	0.0	0.0	0.0	
Rufous-capped Antshrike	0.0015	0.0	0.0031056	0.0	0.0	0.001506	0.0	0.0032841	0.0034722	0.0019569	0.0018349	0.0015	0.003876	0.0043384	0.0062241	0.0067227	0.0019646	0.0012121	0.0	0.0	0.0	0.0	0.002079	0.0016155	0.001845	0.0018182	0.0017794	0.0037221	0.0032573	0.0049423	0.0036496	0.0067873	0.0099502	0.0027064	0.0043228	0.0020855	0.0073529	0.0048216	0.0079444	0.0015936	0.0019286	0.0031983	0.0021692	0.0064673	0.0035253	0.004902	0.0	0.0	
Variable Antshrike	0.0	0.0	0.0	0.0010449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.001845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.634E-4	
Thamnophilus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.968E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Miner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	9.643E-4	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Narrow-billed Woodcreeper	0.3187295	0.3624339	0.3478261	0.3249739	0.3506289	0.2801205	0.2731768	0.3087028	0.3177083	0.3502935	0.3559633	0.3405114	0.3604651	0.3275488	0.3298755	0.3815126	0.3438114	0.3612121	0.3621399	0.3880171	0.349353	0.3708333	0.4033264	0.4022617	0.4077491	0.4181818	0.3274021	0.398263	0.3680782	0.3443163	0.350365	0.3642534	0.3615257	0.3437077	0.3126801	0.3931178	0.372549	0.3741562	0.3306852	0.3115538	0.3519769	0.3518124	0.3394794	0.3080032	0.3008226	0.3431373	0.3295455	0.3034682	
Rufous Hornero	0.754655	0.7513228	0.7608696	0.7513062	0.7672956	0.7349398	0.6662546	0.7307061	0.7847222	0.7827789	0.759633	0.7496635	0.7693798	0.7895879	0.7510373	0.7764706	0.805501	0.7648485	0.7510288	0.7760342	0.7911275	0.7833333	0.8191268	0.7867528	0.8284133	0.7672727	0.7935943	0.8002481	0.7964169	0.7874794	0.7956204	0.7929864	0.7529022	0.7740189	0.7636888	0.7476538	0.7561275	0.7434908	0.7845084	0.7505976	0.7926712	0.7590618	0.7548807	0.7566694	0.7485311	0.7794118	0.760101	0.7331407	
Wren-like Rushbird	0.0766703	0.0701058	0.076087	0.061651	0.0424528	0.0527108	0.0469716	0.0426929	0.0416667	0.0313112	0.0311927	0.0471063	0.0445736	0.0672451	0.0394191	0.0621849	0.0687623	0.0642424	0.0699588	0.0527817	0.0702403	0.0583333	0.0873181	0.1098546	0.099631	0.08	0.0907473	0.1079404	0.1123779	0.0560132	0.1076642	0.1255656	0.1525705	0.1136671	0.1498559	0.1386861	0.1335784	0.12054	0.1370407	0.1314741	0.1108968	0.1247335	0.1290672	0.1204527	0.0998825	0.1188725	0.0795455	0.0770713	
Curve-billed Reedhaunter	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026918	0.0	0.0	0.0	0.0033613	0.0	0.0012121	0.0020576	0.0015	0.0	0.0041667	0.004158	0.006462	0.0015	0.0036364	0.0	0.0012407	0.0	0.0	0.0	0.0056561	0.0016584	0.0	0.0015	0.0010428	0.0012255	0.0019286	9.93E-4	0.0015	0.0	0.0015	0.0032538	0.0024252	0.0	0.0	0.0	0.0028902	
Buff-winged Cinclodes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039139	0.0036697	0.0148048	0.0193798	0.0368764	0.0435685	0.0386555	0.0530452	0.0351515	0.0473251	0.0727532	0.0757856	0.0770833	0.0706861	0.1033926	0.1217712	0.0581818	0.0747331	0.0880893	0.0830619	0.0576606	0.0857664	0.0656109	0.0862355	0.0365359	0.0129683	0.008342	0.0098039	0.0086789	0.0019861	7.968E-4	0.0	0.0	0.0010846	0.0	0.0	0.0	0.0	0.0	
cinclodes sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-browed Foliage-gleaner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tufted Tit-Spinetail	0.0	0.0026455	0.0031056	0.0	0.0015723	0.0060241	0.0012361	0.0032841	0.0017361	0.0019569	0.0	0.0026918	0.001938	0.010846	0.0	0.0016807	0.0039293	0.0012121	0.0041152	0.0128388	0.0092421	0.0083333	0.014553	0.0210016	0.0092251	0.02	0.0017794	0.0049628	0.009772	0.0065898	0.0054745	0.0124434	0.0149254	0.0040595	0.0028818	0.0020855	0.0	9.643E-4	9.93E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	9.634E-4	
Little Thornbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0097847	0.0018349	0.0040377	0.005814	0.0021692	0.0	0.0033613	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011312	0.0	0.0	0.0014409	0.0010428	0.0	0.0	9.93E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0012255	0.0012626	0.0	
Freckle-breasted Thornbird	0.0449069	0.0595238	0.0419255	0.0397074	0.0125786	0.0165663	0.0222497	0.0131363	0.015625	0.0332681	0.0183486	0.0296097	0.0155039	0.0238612	0.026971	0.0285714	0.0530452	0.0363636	0.026749	0.0313837	0.025878	0.0520833	0.045738	0.0468498	0.0295203	0.0418182	0.0266904	0.044665	0.0570033	0.0428336	0.0711679	0.0475113	0.0630182	0.0514208	0.0331412	0.0573514	0.0514706	0.051109	0.0476663	0.0350598	0.0530376	0.0319829	0.0542299	0.039612	0.0352526	0.0490196	0.0454545	0.0327553	
